post_message
UKIP leader Nigel Farage: “Today is the 10th anniversary of the Dutch people categorically rejecting the EU constitution in 2005. It is fair to ask  has the EU learned anything in the meantime? Obviously not  for not only were the Dutch and French voters ignored  but the Irish No vote to Lisbon was also dismissed.   By chance  the Greek Prime Minister Alexis Tsipras last night accused the Eurozone’s dominant players of incrementally bringing the ‘complete abolition of democracy in Europe’ and ushering in a technocratic monstrosity. How right he is. 
UKIP Leader Nigel Farage has today reiterated his position on the problems caused by health tourism to the NHS.   Though many in the Westminster bubble were outraged by my comments about the impact of Health Tourism  and appalled that I mentioned those with HIV as part of that problem  what was clear was that the general public did not share that outrage.   Immediately after the debate YouGov carried out a poll that showed that a full 50% of the population agreed with me  with only 34% opposed. I also received very moving messages of support from UK sufferers of HIV who have found it increasingly hard to receive the treatment they need because of pressure on clinics.  “There is obviously some misunderstanding as to UKIP’s position on this. We believe firmly in the NHS. Not the International Health Service. We believe that anybody moving to this country should be in possession of health insurance which covers them for forthcoming health care. If they have that insurance  then they will not have the detrimental impact on NHS budgets and services that mean that at times UK citizens find it difficult to access that which they and their families have built up over the generations. Most countries in the world  such as the US and Australia  have a similar policy and they are not regarded as in any way selfish  merely sensible. 
Today Young Independence  UKIP s youth organisation has elected a new Chairman Joseph Jenkins. There are now over 3500 members in Young Independence which has grown over 100% under the last YI Council.  Party Chairman Steve Crowther said:  I am delighted to see Joe taking over as Young Independence Chairman. He has done great work in launching UKIP Students in August which now has over 30 University Societies. In May he stood up for Students across the country and took on Nick Clegg in Sheffield Hallam. I would like also to thank the former YI Chairman Jack Duffin and the rest of the Council who have built YI into a very professional organisation with substantial membership growth. 
The President of the European Council  Jean-Claude Juncker has waded into the EU referendum question in the UK and announced that the people of the UK have no “desire” for leaving the EU and that David Cameron “wants to dock his country permanently to Europe”.  Nigel Farage the UKIP leader said   The British people are fed up to the back teeth with Eurocrats telling us what we want  what is good for us  how to run our businesses and how we organise our society.   Now he tells us we do not want to run our own lives. Of course this man  elected from a short-list of one  with no popular democratic mandate and no means of accountability wants to maintain the control of the unelected unwanted Eurocrats. Well he would  wouldn’t he? Mr Juncker should wind his neck in about what the British people want or do not want  he does not know us. 
Diane James MEP  UKIP’s Justice and Home Affairs spokeswoman  “The inconsistencies and dishonesty of the Tory position is today becoming clear to all as Gove and May have a public spat with the Prime Minister.  “The plain facts are  while we are members of the EU the UK must be signatories of the ECHR and our Supreme Court is subservient to the European Court in Strasbourg on human rights matters.  “Only UKIP s plan to pull out of the EU and ECHR can deliver the necessary change the British people need and want.”
UKIP Defence Spokesman  Mike Hookem MEP  has said comments on the UK defence budget by the US Defence Secretary  Ashton Carter are “hugely concerning for the future of the ‘special relationship’” and has expressed “great anxiety” at news of yet more Tory defence cuts in the new parliament.  “Time and again before the election  UKIP warned that the Conservatives were going to make a further attack on defence spending if they won power. This was obvious from their sheer lack of commitment to meet the NATO spending target of 2% of GDP on defence.”   “The simple fact is that Britain’s armed forces are already starved of much needed resources and further cuts would seriously hamper the UK’s ability to respond to the constantly evolving world security situation. More cuts would also seriously harm the vital humanitarian work that Britain’s armed forces do around the globe.”
William Dartmouth MEP  who represents the Rock in the European Parliament said  “I am very sad to learn of the resignation of the Governor of Gibraltar  Sir James Dutton. I share his obviously deep sense of frustration at discovering that our Foreign Office regarded his job as little more than ceremonial. He is a man who has taken his responsibility to the Rock and its people with the utmost seriousness.   As Governor he represents Her Majesty the Queen directly and not the British government and his role is to be responsible for external affairs  internal security and defence. It is not a job that can be second guessed by a Foreign office bureaucrat. Nor indeed a Government that seems to be more concerned about pandering to Spain. It is doing this as part of its tactical manoeuvring to obtain European Union reform than it is to standing up for the interests and safety of Gibraltar.   The Military importance of Gibraltar is higher now than it has been in decades  with the growth of Islamist terrorism in the Maghreb and the current migration crisis in the Mediterranean. Now is not the time to downgrade the Rock or its Governor .
Prisoners in Britain may be given the vote because of David Cameron s refusal to pull out of the European Convention on Human Rights  a leading QC and adviser to the Conservative Party has warned.  Diane James MEP  UKIP’s Justice and Home Affairs spokeswoman:  The UKIP position is there should be a blanket ban of votes for prisoners. The problem is  if we continue to be members of the EU and as a consequence  signed up to the ECHR  I have little doubt  votes for prisoners  will be forced upon us.   If the ECHR does force the UK to give votes to prisoners it will be a huge slap in the face to the British democratic process and once again signals the UK cannot escape this ECHR supremacy while we are signed-up members of the EU. 
Today at a European Policy Centre event Nicola Sturgeon  First Minister of Scotland  stated that the Scottish government would be pushing for a double lock mechanism for the EU referendum  whereby a Scottish majority would be required for Scotland to leave.  David Coburn UKIP MEP for Scotland  who spoke at the event  said   This is just havers of nonsense. Typical SNP gerrymandering of the democratic process  last time they excluded Scots working abroad and serving in the forces  now they want to include any EU national living in Scotland.   We came into the EU as one United Kingdom  we came into the EU together  so we will leave together. The Scottish people clearly decided that they wanted to remain as part of the United Kingdom so any talk of this double lock mechanism makes a mockery of the Scottish people s decision. We respected the result  now they must too. 
UKIP Deputy Leader Paul Nuttall MEP:  I m delighted that Sepp  Blatter is finally going  and it’s not before time.   The process of cleaning up FIFA can now begin  and although it will take some time  we will eventually be able to put pride back into what is  after all our national game.   Although he has announced today he is going  he will remain in post for the next 6 months until a new election can take place. With all the damage he has done to the game globally over the years  I think everyone would like to see him go now  so the recovery can start immediately.”
UKIP’s Transport spokesman Jill Seymour MEP: “Mr McLoughlin  the Transport Secretary  is delusional in thinking that winning the general election is down to the support for HS2.    He totally ignores the valid views of individuals who have already lost value on their properties and left them  in some situations  feeling desperate. Nothing has changed these past few weeks. HS2 still has no proven business case  and the eventual cost of the project is anyone’s guess – it seems to go up every week.  “The comments made by Mr McLoughlin prove that the Tory government is still not listening to those affected by this line  and doesn’t care about racking up a debt which will take generations to pay off  and which Britain simply cannot afford.”
UKIP MP Douglas Carswell: “I may be my party’s only voice in the House of Commons  but I shall speak on behalf of not only my constituents  but the millions who voted for my party. I may have only one vote in the Division Lobby  but I shall use it to support Ministers when they do sensible things  to oppose the Government when they are being daft  and  when I think it is possible to improve things  to try to amend things to make them better.”  Read more here: http://www.ukip.org/douglas_carswell_i_speak_for_millions_in_westminster
UKIP s Jonathan Arnott MEP said:  The EU Commission’s financial control is useless and tens of billions of pounds are lost through mismanagement and dishonesty. This lack of control makes it much easier for fraudsters to get their sticky fingers on the money - a staggering £55million a day of which comes from the UK.   Every day we find more and more reasons why we urgently need a referendum so we can escape the tentacles of the EU and get back our sovereignty and keep our taxpayers money in our own country. 
Have you Liked Party Leader Nigel Farage s Facebook Page yet? https://www.facebook.com/nigelfarageofficial
UKIP Leader Nigel Farage:  This time last year everyone said I was wrong. Number of Romanians given right to work in UK up 223%. Number of Bulgarians given right to work in UK up by more than 120%. 
UKIP MEP Steven Woolfe MEP:  UKIP do not have to kowtow to the outside bodies like unions or corporate sponsors which traditionally anchor political parties on the left or right. We debate those issues that may compromise our principles even though the outcome may be detrimental to our party - UKIP s discussions and the outcome over so-called short money is a case in point. We are a democratic party that believes in ideas - ideas which are likely to be best for the people of this country  and which will lower the cost of living and increase real wages. That’s not Left or Right; it’s just UKIP. 
UKIP Deputy Leader Paul Nuttall MEP: “It is rarely mentioned in the media but three EU Postal Services Directives lie behind the destruction of the Royal Mail. UKIP opposed these which were implemented initially by Labour while in government.  “Under EU state aid rules the UK Government is strictly forbidden from helping the Royal Mail with taxpayers’ money and this means that in future it could go bust and completely disappear.  “This final part of the privatisation means we will be left with a completely destroyed Royal Mail  once a proud British institution that did so much more than just deliver letters. We can thank the EU for that.  “Even if it does survive I fear that Royal Mail could well end up 100% in foreign ownership  just like much of our utility companies and railways. What a sad outcome for this historic business.”
Britain’s fracking revolution could be blown off course — after the anti-fracking SNP was awarded control of the key House of Commons Energy Select Committee. Referring to the weaver whose name was given to workers smashing machinery 200 years ago  UKIP MP Douglas Carswell said the appointment was like putting “Ned Ludd in charge of the industrial revolution”.  Douglas Carswell told The Sun: “It’s a bad thing because Parliament should be making the case for this bountiful supply of new cheap energy  but I suspect what will happen is that the committee will just issue angry luddite reports and will become an irrelevance. 
UKIP Leader Nigel Farage:  Forty years ago the British people voted for a Common Market. The label on the tin was wrong.   LIKE if you agree!
UKIP Health Spokesman Louise Bours MEP: The future of the National Health Service is under serious threat in the European Parliament next week - yet UKIP is the only major British political party prepared to defend it.  In Strasbourg on Wednesday  the European Parliament will take a vote on the proposed Transatlantic Trade and Investment Partnership (TTIP) with the USA. UKIP is of course in favour of free trade  but TTIP is a corporatist stitch-up and it should be for the British people to decide their stance on this vital issue.
UKIP s Tim Aker MEP:  Don t believe the  eurosceptics  who are still holding out for a deal from David Cameron. The campaign to leave the EU needs Nigel Farage at its head. 
UKIP Leader Nigel Farage:  I believe in Britain. I believe in our country  our people and our future.   Click the link below to read the rest of his latest #FarageOnFriday for the Daily Express
UKIP Leader Nigel Farage:  Join my campaign to leave the EU and get our country back.   It is time for those across the political spectrum  particularly in the Conservative Party  to put their cards on the table. No more endless waiting  political hand-wringing or excuses. The campaign must start now. We are prepared to work with anyone and everyone who is willing to help us win this referendum and get Britain out of the European Union.   SHARE this to spread the word!
In his first major speech since the General Election UKIP Leader  Nigel Farage has said it was time to  get cracking  on the campaign to win back Britain s independence.  There is no time to lose and little point waiting for the results of Cameron s negotiations  which are likely to be a stitch-up compromise of associate membership.  Speaking at the UKIP South East Conference in Eastbourne Nigel Farage said  We cannot afford to wait until Cameron comes back with his piece of paper  from his EU negotiations.  Nigel Farage made it clear that  UKIP would do everything it can to get back control of our country  and would be an important part of the campaign the Party not least because of the existing organisational and regional structure but also the membership base and scores of activists ready and able to properly conduct a ground campaign across the length and breadth of the country to get us out of the EU.  Will you be joining us in our fight to win back Britain s independence?
Mediterranean migrant crisis shows the urgent need for border controls to ensure the security of our country says UKIP Leader Nigel Farage
UKIP Leader Nigel Farage:  It is perfectly clear that Mr. Cameron does not want this to be full  free and fair referendum  given that he is threatening his own Ministers rather than allowing MPs to campaign according to their own conscience. As Ministers were in the last European Referendum campaign 1975.  “The Prime Minister is committing to campaigning to remain inside the EU before his so-called renegotiation has even taken place. Cameron clearly wants to keep Britain inside the EU under any circumstances.   Read more here: http://www.ukip.org/blocking_dissent_and_buying_the_vote
UKIP agriculture spokesman Stuart Agnew MEP said today in Strasbourg: “The stance of British sugar refiner maker Tate and Lyle shows that the EU regime of external tariffs and internal regulations is destroying British jobs and industry. 
In a devastating judgement affecting the cost of energy efficiency in homes  the European Court of Justice last week forbade the UK from rating energy efficiency items at 5%  but instead demanded that they be rated at a much higher 20% for all bar social housing.  Andrew Charalambous  the UKIP housing spokesman said   On one hand the EU is pressing for greater energy efficiency on the other it is making the cost of energy efficiency much greater.   The real loser is the British tenant  because in reality this added cost will translate into higher rents. You cannot apply uniformity across countries who do not enjoy uniform circumstances. There is no logical reason why the UK needs to increase the level of VAT for energy efficiency products simply to stay in line with other countries who themselves have completely different private rental markets. 
WATCH: Mark Reckless debating the EU Referendum on today s BBC Daily Politics & Sunday Politics
As UKIP Leader Nigel Farage says with all that s going on with FIFA  we must avoid a rigged financial element creeping into the EU referendum campaign.  If you can  help us make it a fair fight - www.ukip.org/donate or www.ukip.org/volunteer
UKIP Deputy Leader Paul Nuttall MEP; UKIP have consistently demanded that the British people should be finally given a say on our membership of the EU and it was precisely the growing support for that which spooked Cameron and forced him to include it in his election manifesto. Yet he remains consistently inconsistent on the whole issue.  The only party that 100% believes Britain is more than a star on someone else s flag and believes we should leave the EU is UKIP!
Watch: Louise Bours MEP says that we should regain our freedom from meddling EU bureaucrats.  Read more: http://www.ukip.org/_you_don_t_fight_discrimination_with_discrimination_ukip_mep_louise_bours
UKIP Defence Spokesman Mike Hookem MEP has blasted a suggestion by Conservative defence minister Michael Fallon that the entire foreign aid and defence budgets be merged  calling it “ludicrous”.  “There are people’s lives on the line and it is about time the Government started adequately funding our armed forces. The British people do not want to see more of their money spent on foreign aid when our troops are poorly equipped and veterans are left abandoned after service.  “Enough is enough. Some things are more important than Cameron’s foreign aid vanity project  and protecting our armed forces is one of them.”
BREAKING NEWS: Debate and vote in European Parliament on TTIP suspended.   UKIP Leader Nigel Farage speaking to Breitbart London: “In 17 years in the European Parliament  I’ve never seen anything like this ” he said  remarking on the scramble amongst EU chiefs to postpone the vote  and the debate which were due to take place at 8am today.  “They’re in blind panic. I’ve never seen anything like it. Finally there seems to be a crack in the corporatist stitch up. Even the Labour Party  after years of having backed this thing  seem to now realise what they’ve done  what a big  corporatist deal they’ve been backing.”
Today Nigel Farage said:  In my 17 years as an MEP I ve never received so much communication from the public on a proposed piece of legislation. The TTIP has concerned millions of people across the European Union. They have bombarded their MEPs with phone calls  letters and emails and in response to this the EU is now running scared. 
EU energy policies causing people to choose between heating and eating says Tim Aker MEP
UKIP Deputy Leader Paul Nuttall MEP: UKIP does not support interference by the European Commission in any aspect of funding for British political parties.  Read the rest here: http://www.ukip.org/ukip_does_not_support_interference_by_the_european_commission_in_any_aspect_of_funding_for_british_political_parties
UKIP Migration Spokesman Steven Woolfe MEP: Proposals put to the Migration Advisory Committee are a smoke screen. It is a classic case of talking the talk  but when reality kicks  they fail to walk the walk on immigration.   Although these proposals sets out tougher restrictions on Non EEA Work Migration  they are failing to tackle work migration from inside the EU. This is because  any government of any colour  can not control any category of migration from inside the EU. The current EU president  Juncker has already made clear that  Free movement  of people inside the European Union is non negotiable in future negotiations between the EU and Britain and will remain indefinitely. 
Do you agree with Tim Aker MEP?  We do not need to be part of the EU to trade with it.
UKIP Deputy Leader Paul Nuttall MEP has today written to Lord Hall  Director-General of the BBC  pointing out that the corporation does not disclose in its coverage of the EU the tens of millions of pounds which it receives from the European Commission:  An examination of the European Commission s website discloses that between 2007 and 2013 the BBC received €30.2m  approximately £22.1m  from the commission. Millions more have been paid since.    The debate on the referendum of Britain s membership of the EU is clearly one in which the BBC has a duty to observe impartiality in its coverage. I am concerned however that the BBC  should it continue on present form  will fail in this duty. 
UKIP Leader Nigel Farage:  In over 16 years as an MEP  I’ve never seen such a vast amount of emails  correspondence  even members of the public phoning my office in Strasbourg as I have recently over the issue of the Trans-Atlantic Trade and Investment Partnership (TTIP).   Whilst TTIP may masquerade as being about free trade  actually it’s not. It’s about harmonisation  standardisation and a market place in which the giant corporates can dominate. 
UKIP s Douglas Carswell will be on BBC Question Time tonight at 2235 on BBC 1. Tune in if you can and Tweet along at #bbcqt
As UKIP Leader Nigel Farage says the Government is now officially stopping skilled non-EU workers coming to UK whilst keeping open door to whole of the EU
UK has ‘turned its back’ on skilled foreign workers says UKIP Leader Nigel Farage.   We ve turned our backs on skilled migrants in favour of unskilled EU migrants. Only UKIP can deliver the Australian-style system that we need. 
UKIP Agricultural Spokesman Stuart Agnew MEP says British farmers  who had the wind up over proposed EU caps on methane emissions  will be relieved that national Governments have rejected the limits.
READ: UKIP Leader Nigel Farage s latest #FarageOnFriday for the Daily Express.   There remains bigotry and sometimes even racism against people in Britain today that is simply unacceptable.   Sadly  some of this is being suffered by ordinary decent folk simply for supporting UKIP. 
UKIP stood up against TTIP in the European Parliament.  LIKE & SHARE to spread the word.
As the grandees of the EU celebrate the 30th anniversary of the open-border Schengen Agreement  it s flaws are laid open on the Italian /French border as both country s police forces go into action to block migrants from travelling across the EU.  Italian police in riot gear forced back into Italy hundreds of migrants near the border town of Ventimiglia  as France refused the migrants entry pouring contempt on the champagne and speeches in Luxembourg celebrating the Treaty s success.  Mike Hookem MEP  UKIP security spokesman said   The closing of the Schengen border between France and Italy proves what UKIP have been saying: there is a security threat from having unmanned borders and this is one Isis have said they will be exploiting.   We cannot have the UK s border starting at Italy and other southern European countries who are inundated with asylum and immigration request because it puts us at the mercy of people traffickers and terrorist groups. 
UKIP MEP Steven Woolfe MEP: “It’s simply shocking to see the numbers already here. “It’s not a camp anymore it’s a ghetto  a thriving community and staging post for getting to the UK.  “They don’t want to stay in Italy  Germany or France because they see Britain as the only place where it’s easy for them to get jobs  healthcare and benefits – and we have heard that from their own mouths.  “They say Britain is the only place they feel they can go and live. They know once they’re there they can settle  bring their families and will not be removed. Our leaky borders encourage people to come here.  “Until we find a strong solution on dealing with asylum seekers and illegal immigrants this will continue.”
UKIP Leader Nigel Farage: “At a time when we criticise Fifa for the way that it manages itself perhaps we ought to look towards our own conduct in this referendum. I think what the government is proposing is an absolute disgrace.   “I have been calling for a full  free and fair referendum … The government’s behaviour to date is even worse than I could have ever imagined.”   “I find it a great irony that David Cameron criticised Sepp Blatter in the way that he did and now has embarked on a project to tilt the playing field.”
Magna Carta is something we should be immensely proud of.  Happy 800th Birthday!
UKIP s Lord Pearson of Rannoch has slammed the first-past-the-post system  which gave UKIP a single parliamentary seat despite winning almost four million votes.  He said:  If we want to live in a democracy we have to change the system of election to the Commons to something which more accurately reflects the will of the electorate.   The situation is just as  unsatisfactory  in the Lords  with just three UKIP peers  compared to 100 Liberal Democrats.
UKIP s Migration Spokesman  Steven Woolfe MEP  is the first British politician to visit the unofficial migrant camp that growing numbers of economic migrants who have traveled across Europe  having successfully completed Mediterranean crossings  are building adjacent to the French authorities ‘official one’. Watch the video here: http://www.ukip.org/steven_woolfe_visits_calais_camp
UKIP MEP Louise Bours has accused the EU of interfering in people s home lives.   What kind of organisation interferes to this extent in the private lives of people – their marriages  their partnerships?   It is up to adults in the privacy of their own homes to decide who does what – it is not the place of any government  and certainly not the place of EU bureaucrats  to decide who does and who doesn t do the dishes. 
UKIP Housing Spokesman Andrew Charalambous responding to the ONS  latest House Price Index:  Clearly  England s house price rises are being driven by the South East and East of the country. The widening gap between house prices by region is a genuine reflection of a two speed England and of the widening gap between rich and poor.
UKIP Leader Nigel Farage:  I am unashamedly optimistic about the potential that lies ahead of Britain as an independent country  Read his article for the The Telegraph on why an EU exit would mean Britain could fulfil truly global economic potential here: http://www.telegraph.co.uk/news/politics/nigel-farage/11679048/Nigel-Farage-It-is-bonkers-to-stay-in-the-European-Union.html
Read our latest booklet  The Truth About Trade Beyond the EU . This booklet outlines the reasons why we would not be leaving any markets when we leave the EU.  LIKE and SHARE to spread the word that Britain could thrive outside of the EU.
WATCH:  Out of the EU into the World . The UK does not need to be in a political union in order to trade.  LIKE and SHARE to spread the word.
UKIP Trade Spokesman William Dartmouth and UKIP Leader Nigel Farage debunk  5 EU Lies  about trade.  Too often the debate surrounding trade is clouded by misinformation and myths about leaving the EU when the simple truth is that as a sovereign nation we we would be able to negotiate and maintain our own lucrative trade agreements  and could continue to trade with EU member states but this time  acting in our own best interests  LIKE & SHARE to help us spread the truth that the UK does not need to be in a political union in order to trade.
UKIP Deputy Leader Paul Nuttall MEP:  One of UKIP’s many attributes is that our supporters are real people  from real places  speaking real words  about real matters. We are not Oxbridge hybrids endlessly spouting whatever we think or hope the few people who buy the Guardian want to hear. It’s not rocket science. It’s called common sense. Something we as a political party uniquely recommend on a daily basis.   Then you have Labour – a party perhaps not in its death throes just yet  but seemingly determined to do everything in its rapidly diminishing power to get there anyway. Just as with the disastrous Miliband  can you picture any of these would-be leaders negotiating anything with Vladimir Putin?   Can you imagine any of them reining in Jeb Bush or Hillary Clinton  determined on a reckless foreign intervention? They are all renouncing Miliband like a bad smell but it was literally just six weeks ago when they were singing his praises and heartily agreed with his policies. And they wonder why people are turning away from Labour to UKIP… 
Martin Schulz  President of the European Parliament  unbelievably has said that  Britain belongs to the European Union.  (http://www.itv.com/news/2015-06-17/martin-schultz-britain-belongs-to-the-eu/)  Do you disagree with him  and agree with us that Britain is more than just a star on someone else s flag? If so  make sure you LIKE and SHARE this!
The end to new onshore wind farm subsidies from next April has been welcomed by UKIP Deputy Leader Paul Nuttall MEP.   Wind power has never been the answer to Britain s energy needs and it is iniquitous that householders have been forced to contribute towards this madness.   They have blighted some of our most beautiful countryside and sadly there are many more with planning permission waiting in the wings to add to this sacrilege.    These subsidies benefit wealthy developers and investors and penalise energy users. Many householders are struggling to make ends meet while the fat cats just get fatter. 
UKIP Leader Nigel Farage for Breitbart London-  What happened at Waterloo was that Britain and her allies overcame the maniac who wanted to build a United States of Europe. When I think of the British Guards with their Dutch colleagues in the hell of Hougoumont  outnumbered  and being battered by heavy artillery  I realise that the upcoming referendum is our Hougoumont. I must find a red tunic.   Read the rest of Nigel s account of visiting the 200th Anniversary of the Battle of Waterloo by clicking the link below!
WATCH: Out of the EU into the World. The UK does not need to be in a political union in order to trade.   Spread the word by liking and sharing this!
Read this week s #FarageOnFriday   The next big European Council meeting comes on Thursday next week when the Prime Minister will make his first big formal attempt to put forward his so-called reform agenda to other European premiers.   I’ll be over there in Brussels myself but I’m not expecting much and here s why. 
UKIP believes in Britain and will be campaigning to say NO to the EU.  LIKE & SHARE this if you believe that Britain is good enough to trade with the rest of the world and make it s own laws.
UKIP Deputy Leader Paul Nuttall MEP has today welcomed the publication by a group of business leaders and economic analysts of  Change or Go   a 1 000 page assessment of Britain s place in the EU:  This report challenges the many myths David Cameron and his allies are using to try to frighten the British people into staying in the EU.    The EU is bad for Britain. We are better off out. This report gives us 1 000 pages of reasons why. I only wish Cameron were honest enough to tell the British people the truth about the damage the EU does to every family and every business in the UK.   Read the report here: http://businessforbritain.org/change-or-go/
The EU is threatening the long-established principle of “freedom of panorama” – meaning some major landmarks in public spaces may have to be blocked out from videos and photographs for fear of infringing on the owner’s copyright.  UKIP’s Gerard Batten MEP: “As so often before when the European Union passes its laws it ignores the law of unintended consequences. This attempt to restrict the Freedom of Panorama  by allies of the Lib-Dems in Brussels  strikes at the root of our liberties.  “The London Eye: blocked. The Eiffel Tower: stripped out. The Angel of the North: deleted. Art and photography are valuable because of their intrinsic freedom. Freedom constantly undermined by the European Union.”
Decision to bundle peacekeeping costs in with defence spending is  little more than creative accounting  says UKIP defence spokesman Mike Hookem MEP.  Mr Hookem said the move was  another go at trying to cover up defence cuts by fudging the figures.   They tried to make up the 2% target with foreign aid and with the military pensions and now it s the turn of peacekeeping. Our view is that the defence budget should be spent on troops  equipment and essential care such as decent housing and healthcare for personnel and their families. Anything else is an insult to the Armed Forces and the voters  intelligence. 
Moves in the European Parliament to restrict the traditional ‘Freedom of Panorama’ would mean photographers  artists and filmmakers would have to seek permissions and even have to pay to be able film  paint and photograph some of Europe’s most iconic landmarks.  Gerard Batten  UKIP MEP for London said   This is another case of breath-taking idiocy  and will result in unintended consequences  caused by incompetent  ill thought out and unnecessary legislation. It will destroy an explicit British freedom guaranteed in our copyright legislation for over 100 years.The world functions perfectly well without this restrictive suggestion .
British households would be nearly £1 000 better off a year if we leave the European Union  according to business leaders.  Click the link to find out more and share this to spread the word...
TTIP is a corporatist scam and not a real free trade deal  says UKIP’s Douglas Carswell.  We as a party believe that free trade between people is the surest way to greater prosperity. However  TTIP is not a free trade deal  but one that favours big multinational corporates over the interests of smaller businesses  and most importantly the democratic right of people to set policy through elections.  TTIP as it currently stands could hand the NHS lock  stock  and barrel to huge corporations against the wishes of the British people.
UKIP MEPs Jane Collins and Tim Aker MEP have today condemned a move by Conservative MEPs to have all UK jobs advertised across the EU  they said:  UKIP is appalled that Conservative MEPs are supporting legislation which would make it compulsory for all British jobs  apprenticeships and training programmes to appear on a European Commission website aimed at workers across the EU.   The website  called EURES  tells anyone in the EU who wants to work in the UK that there are 850 Eurocrat advisers available to them  to provide information  advice and recruitment/placement (job-matching) services  in Britain. The amendment which Cameron s Conservatives have tabled says that any job  apprenticeship or training programme advertised in the UK be put into this EURES system.   The Tories clearly don t believe in controlling immigration. Only UKIP is on the side of British workers. 
The Tories have broken their pledge and have voted for EU-wide advertising of British jobs. - Tim Aker MEP  LIKE & SHARE to spread the word
UKIP Deputy Leader Paul Nuttall MEP:  Let me make this clear  TTIP is a corporatist scam which will hurt workers  consumers  patients  farmers and small business. It gives unfair advantage to large corporations. It is a lobbyists dream.   There are 30 000 lobbyists here in Brussels - that s over 40 per MEP.  There are more lobbyists here than there are in Washington DC and therefore it s no surprise to me that the big groups in this parliament support TTIP.   People who are concerned about the damaging effects of TTIP should put aside their political differences we should stand united against this secretive stitch up. 
UKIP Leader Nigel Farage on the developing situation in Calais:  As a regular traveller by car through Calais  I ve seen first hand a marked deterioration in the situation around the port.   This will only get worse as huge numbers of people continue to cross the Mediterranean to Europe in response to a clear EU message that nobody will be sent back.   The UK has become the number one destination of choice due to the size of our employment black market and the failure to deport the vast majority of identified illegal immigrants. David Cameron s words at PMQ s today will not deter a single illegal immigrant from trying to break into a car or a lorry. 
UKIP Deputy Leader Paul Nuttall MEP:  This latest about-turn by Labour is astonishing. They were shell shocked to lose an election they thought they had in the bag when voters they have long taken for granted turned to UKIP instead.  “It is meaningless given that Labour will still be run by and for a Hampstead London elite  and Labour has already set its face against English MPs voting alone on English only laws.  “Even Andy Burnham has admitted today that Labour is run by posh people – that Labour only really like posh people. But this is not a new phenomenon – the Labour party has been operating like that for years and the British people have realised that and voted in their masses for UKIP instead.  “This is nothing more than a cynical attempt to appeal to the Old Labour voters who have deserted Labour in their hundreds of thousands to UKIP.”
UKIP Deputy Chairman Suzanne Evans is on BBC Question Time tonight. Be sure to tune in and tweet along #bbcqt
